current time 20230518_185959
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 2 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/30, Iter 0/13548, lr 0.000335, train loss = 250.737, depth loss = 71.649, time = 4.978
Epoch 0/30, Iter 9850/13548, lr 0.001000, train loss = 20.649, depth loss = 5.435, time = 0.892
Epoch 0/30, Iter 9900/13548, lr 0.001000, train loss = 29.000, depth loss = 7.964, time = 0.904
Epoch 0/30, Iter 9950/13548, lr 0.001000, train loss = 58.077, depth loss = 16.014, time = 0.849
Epoch 0/30, Iter 10000/13548, lr 0.001000, train loss = 12.063, depth loss = 3.099, time = 0.840
Epoch 0/30, Iter 10050/13548, lr 0.001000, train loss = 36.981, depth loss = 9.717, time = 0.840
Epoch 0/30, Iter 10100/13548, lr 0.001000, train loss = 121.812, depth loss = 34.230, time = 0.872
Epoch 0/30, Iter 10150/13548, lr 0.001000, train loss = 20.506, depth loss = 5.318, time = 0.876
Epoch 0/30, Iter 10200/13548, lr 0.001000, train loss = 32.012, depth loss = 8.588, time = 0.917
Epoch 0/30, Iter 10250/13548, lr 0.001000, train loss = 37.850, depth loss = 9.768, time = 0.914
Epoch 0/30, Iter 10300/13548, lr 0.001000, train loss = 13.928, depth loss = 3.603, time = 0.887
Epoch 0/30, Iter 10350/13548, lr 0.001000, train loss = 52.612, depth loss = 14.581, time = 0.837
Epoch 0/30, Iter 10400/13548, lr 0.001000, train loss = 5.853, depth loss = 1.370, time = 0.893
Epoch 0/30, Iter 10450/13548, lr 0.001000, train loss = 81.940, depth loss = 23.021, time = 0.874
Epoch 0/30, Iter 10500/13548, lr 0.001000, train loss = 81.563, depth loss = 22.562, time = 0.918
Epoch 0/30, Iter 10550/13548, lr 0.001000, train loss = 54.488, depth loss = 14.639, time = 0.899
Epoch 0/30, Iter 10600/13548, lr 0.001000, train loss = 22.239, depth loss = 5.833, time = 0.868
Epoch 0/30, Iter 10650/13548, lr 0.001000, train loss = 60.326, depth loss = 16.816, time = 0.857
Epoch 0/30, Iter 10700/13548, lr 0.001000, train loss = 69.566, depth loss = 19.443, time = 0.813
Epoch 0/30, Iter 10750/13548, lr 0.001000, train loss = 29.389, depth loss = 7.904, time = 0.833
Epoch 0/30, Iter 10800/13548, lr 0.001000, train loss = 29.795, depth loss = 7.689, time = 0.805
Epoch 0/30, Iter 10850/13548, lr 0.001000, train loss = 7.136, depth loss = 1.649, time = 0.856
Epoch 0/30, Iter 10900/13548, lr 0.001000, train loss = 48.207, depth loss = 13.034, time = 0.894
Epoch 0/30, Iter 10950/13548, lr 0.001000, train loss = 54.934, depth loss = 15.531, time = 0.836
Epoch 0/30, Iter 11000/13548, lr 0.001000, train loss = 5.018, depth loss = 1.132, time = 0.895
Epoch 0/30, Iter 11050/13548, lr 0.001000, train loss = 14.158, depth loss = 3.679, time = 0.858
Epoch 0/30, Iter 11100/13548, lr 0.001000, train loss = 24.788, depth loss = 6.456, time = 0.876
Epoch 0/30, Iter 11150/13548, lr 0.001000, train loss = 30.896, depth loss = 8.387, time = 0.846
Epoch 0/30, Iter 11200/13548, lr 0.001000, train loss = 13.296, depth loss = 3.328, time = 0.847
Epoch 0/30, Iter 11250/13548, lr 0.001000, train loss = 42.487, depth loss = 11.652, time = 0.870
Epoch 0/30, Iter 11300/13548, lr 0.001000, train loss = 24.332, depth loss = 6.386, time = 0.877
Epoch 0/30, Iter 11350/13548, lr 0.001000, train loss = 28.871, depth loss = 7.683, time = 0.854
Epoch 0/30, Iter 11400/13548, lr 0.001000, train loss = 67.628, depth loss = 18.921, time = 0.879
Epoch 0/30, Iter 11450/13548, lr 0.001000, train loss = 13.165, depth loss = 3.218, time = 0.858
Epoch 0/30, Iter 11500/13548, lr 0.001000, train loss = 43.924, depth loss = 11.959, time = 0.868
Epoch 0/30, Iter 11550/13548, lr 0.001000, train loss = 43.923, depth loss = 12.067, time = 0.923
Epoch 0/30, Iter 11600/13548, lr 0.001000, train loss = 22.404, depth loss = 5.779, time = 0.896
Epoch 0/30, Iter 11650/13548, lr 0.001000, train loss = 20.479, depth loss = 5.470, time = 0.909
Epoch 0/30, Iter 11700/13548, lr 0.001000, train loss = 38.695, depth loss = 10.428, time = 0.908
Epoch 0/30, Iter 11750/13548, lr 0.001000, train loss = 73.987, depth loss = 20.317, time = 0.860
Epoch 0/30, Iter 11800/13548, lr 0.001000, train loss = 64.961, depth loss = 18.131, time = 0.884
Epoch 0/30, Iter 11850/13548, lr 0.001000, train loss = 24.807, depth loss = 6.617, time = 0.825
Epoch 0/30, Iter 11900/13548, lr 0.001000, train loss = 45.443, depth loss = 12.560, time = 0.916
Epoch 0/30, Iter 11950/13548, lr 0.001000, train loss = 41.790, depth loss = 11.687, time = 0.912
Epoch 0/30, Iter 12000/13548, lr 0.001000, train loss = 7.721, depth loss = 1.725, time = 0.905
Epoch 0/30, Iter 12050/13548, lr 0.001000, train loss = 20.707, depth loss = 5.445, time = 0.814
Epoch 0/30, Iter 12100/13548, lr 0.001000, train loss = 17.178, depth loss = 4.442, time = 0.942
Epoch 0/30, Iter 12150/13548, lr 0.001000, train loss = 10.767, depth loss = 2.693, time = 0.885
Epoch 0/30, Iter 12200/13548, lr 0.001000, train loss = 22.345, depth loss = 5.981, time = 0.866
Epoch 0/30, Iter 12250/13548, lr 0.001000, train loss = 25.355, depth loss = 6.420, time = 0.893
Epoch 0/30, Iter 12300/13548, lr 0.001000, train loss = 27.916, depth loss = 7.645, time = 0.890
Epoch 0/30, Iter 12350/13548, lr 0.001000, train loss = 14.173, depth loss = 3.729, time = 0.893
Epoch 0/30, Iter 12400/13548, lr 0.001000, train loss = 16.169, depth loss = 4.032, time = 0.838
Epoch 0/30, Iter 12450/13548, lr 0.001000, train loss = 12.481, depth loss = 3.240, time = 0.877
Epoch 0/30, Iter 12500/13548, lr 0.001000, train loss = 6.971, depth loss = 1.655, time = 0.855
Epoch 0/30, Iter 12550/13548, lr 0.001000, train loss = 17.316, depth loss = 4.561, time = 0.886
Epoch 0/30, Iter 12600/13548, lr 0.001000, train loss = 17.899, depth loss = 4.588, time = 0.872
Epoch 0/30, Iter 12650/13548, lr 0.001000, train loss = 16.236, depth loss = 4.255, time = 0.867
Epoch 0/30, Iter 12700/13548, lr 0.001000, train loss = 12.731, depth loss = 3.226, time = 0.876
Epoch 0/30, Iter 12750/13548, lr 0.001000, train loss = 12.093, depth loss = 3.131, time = 0.885
Epoch 0/30, Iter 12800/13548, lr 0.001000, train loss = 16.446, depth loss = 4.330, time = 0.880
Epoch 0/30, Iter 12850/13548, lr 0.001000, train loss = 62.301, depth loss = 17.608, time = 0.865
Epoch 0/30, Iter 12900/13548, lr 0.001000, train loss = 28.592, depth loss = 7.710, time = 0.874
Epoch 0/30, Iter 12950/13548, lr 0.001000, train loss = 27.638, depth loss = 7.427, time = 0.863
Epoch 0/30, Iter 13000/13548, lr 0.001000, train loss = 148.169, depth loss = 42.010, time = 0.880
Epoch 0/30, Iter 13050/13548, lr 0.001000, train loss = 15.125, depth loss = 3.881, time = 0.830
Epoch 0/30, Iter 13100/13548, lr 0.001000, train loss = 30.774, depth loss = 8.369, time = 0.899
Epoch 0/30, Iter 13150/13548, lr 0.001000, train loss = 27.359, depth loss = 7.380, time = 0.814
Epoch 0/30, Iter 13200/13548, lr 0.001000, train loss = 13.450, depth loss = 3.422, time = 0.879
Epoch 0/30, Iter 13250/13548, lr 0.001000, train loss = 34.077, depth loss = 9.322, time = 1.582
Epoch 0/30, Iter 13300/13548, lr 0.001000, train loss = 86.748, depth loss = 24.632, time = 1.509
Epoch 0/30, Iter 13350/13548, lr 0.001000, train loss = 34.900, depth loss = 9.577, time = 1.506
Epoch 0/30, Iter 13400/13548, lr 0.001000, train loss = 46.527, depth loss = 12.972, time = 1.459
Epoch 0/30, Iter 13450/13548, lr 0.001000, train loss = 43.033, depth loss = 12.041, time = 1.459
Epoch 0/30, Iter 13500/13548, lr 0.001000, train loss = 19.032, depth loss = 5.173, time = 0.829
Epoch 0/30, Iter 0/3773, test loss = 10.711, depth loss = 2.666, time = 0.382215
Epoch 0/30, Iter 50/3773, test loss = 4.223, depth loss = 0.942, time = 0.360492
Epoch 0/30, Iter 100/3773, test loss = 4.645, depth loss = 0.902, time = 0.346718
Epoch 0/30, Iter 150/3773, test loss = 2.240, depth loss = 0.376, time = 0.424292
Epoch 0/30, Iter 200/3773, test loss = 26.332, depth loss = 7.302, time = 0.352139
Epoch 0/30, Iter 250/3773, test loss = 15.183, depth loss = 3.800, time = 0.340479
Epoch 0/30, Iter 300/3773, test loss = 18.093, depth loss = 4.808, time = 0.373497
Epoch 0/30, Iter 350/3773, test loss = 17.458, depth loss = 4.728, time = 0.411678
Epoch 0/30, Iter 400/3773, test loss = 8.585, depth loss = 2.024, time = 0.397105
Epoch 0/30, Iter 450/3773, test loss = 5.383, depth loss = 1.233, time = 0.394611
Epoch 0/30, Iter 500/3773, test loss = 4.025, depth loss = 0.830, time = 0.389225
Epoch 0/30, Iter 550/3773, test loss = 39.552, depth loss = 10.712, time = 0.354434
Epoch 0/30, Iter 600/3773, test loss = 4.031, depth loss = 0.904, time = 0.402578
Epoch 0/30, Iter 650/3773, test loss = 44.243, depth loss = 11.775, time = 0.408513
Epoch 0/30, Iter 700/3773, test loss = 155.764, depth loss = 43.550, time = 0.405540
Epoch 0/30, Iter 750/3773, test loss = 41.019, depth loss = 11.108, time = 0.395670
Epoch 0/30, Iter 800/3773, test loss = 12.989, depth loss = 3.252, time = 0.378819
Epoch 0/30, Iter 850/3773, test loss = 21.419, depth loss = 5.742, time = 0.395868
Epoch 0/30, Iter 900/3773, test loss = 102.741, depth loss = 29.112, time = 0.353078
Epoch 0/30, Iter 950/3773, test loss = 104.155, depth loss = 28.451, time = 0.347924
Epoch 0/30, Iter 1000/3773, test loss = 72.050, depth loss = 20.242, time = 0.424517
Epoch 0/30, Iter 1050/3773, test loss = 5.073, depth loss = 1.288, time = 0.400784
Epoch 0/30, Iter 1100/3773, test loss = 2.704, depth loss = 0.680, time = 0.350846
Epoch 0/30, Iter 1150/3773, test loss = 5.195, depth loss = 1.159, time = 0.329700
Epoch 0/30, Iter 1200/3773, test loss = 15.316, depth loss = 4.133, time = 0.375489
Epoch 0/30, Iter 1250/3773, test loss = 6.709, depth loss = 1.561, time = 0.396063
Epoch 0/30, Iter 1300/3773, test loss = 8.959, depth loss = 2.213, time = 0.378670
Epoch 0/30, Iter 1350/3773, test loss = 4.815, depth loss = 1.032, time = 0.390522
Epoch 0/30, Iter 1400/3773, test loss = 12.379, depth loss = 3.214, time = 0.432665
Epoch 0/30, Iter 1450/3773, test loss = 6.918, depth loss = 1.559, time = 0.403895
Epoch 0/30, Iter 1500/3773, test loss = 7.121, depth loss = 1.597, time = 0.403250
Epoch 0/30, Iter 1550/3773, test loss = 18.424, depth loss = 5.021, time = 0.383799
Epoch 0/30, Iter 1600/3773, test loss = 18.346, depth loss = 4.822, time = 0.376559
Epoch 0/30, Iter 1650/3773, test loss = 23.060, depth loss = 5.987, time = 0.382457
Epoch 0/30, Iter 1700/3773, test loss = 7.781, depth loss = 1.739, time = 0.393833
Epoch 0/30, Iter 1750/3773, test loss = 58.669, depth loss = 16.226, time = 0.336923
Epoch 0/30, Iter 1800/3773, test loss = 25.304, depth loss = 6.736, time = 0.385305
Epoch 0/30, Iter 1850/3773, test loss = 53.670, depth loss = 14.602, time = 0.419610
Epoch 0/30, Iter 1900/3773, test loss = 32.973, depth loss = 9.320, time = 0.367436
Epoch 0/30, Iter 1950/3773, test loss = 40.341, depth loss = 11.325, time = 0.350708
Epoch 0/30, Iter 2000/3773, test loss = 17.523, depth loss = 4.695, time = 0.396065
current time 20230519_003311
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--resume', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	True                          	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
resuming ./checkpoints/model_000000.ckpt
start at epoch 1
Number of model parameters: 924303
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 1:
current time 20230519_003348
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--resume', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	True                          	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
resuming ./checkpoints/model_000000.ckpt
start at epoch 1
Number of model parameters: 924303
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 1:
self.cost_aggregation 91
current time 20230519_003424
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--resume', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	True                          	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
resuming ./checkpoints/model_000000.ckpt
start at epoch 1
Number of model parameters: 924303
Let's use 1 GPUs!
